source_index,source_label,source_url,source_url_deck_id,source_theme_group,source_topic,source_word_type,fetch_method,retrieved_at_utc,deck_card_count_extracted,card_index_in_deck,card_term_text,card_definition_text,deck___typename,deck_accountType,deck_addedAt,deck_answerSide,deck_autocompleteSettings,deck_chapterId,deck_classId,deck_classPublic,deck_courseId,deck_created,deck_deadline,deck_definitionLanguage,deck_description,deck_draft,deck_examResourceType,deck_examSection,deck_examUnit,deck_exam_v2,deck_flagReason,deck_flashcardSetCode,deck_flashcardSetId,deck_folderId,deck_grade,deck_icon,deck_isAI,deck_lock,deck_mediaId,deck_neverPublic,deck_noteId,deck_order,deck_org,deck_orgPublic,deck_partial,deck_password,deck_podcastUrl,deck_position,deck_public,deck_quizletUrl,deck_rating,deck_ratingCount,deck_relatedNotes,deck_schoolId,deck_sections,deck_shuffled,deck_size,deck_sort,deck_starred,deck_studyFrom,deck_studySettings,deck_subject,deck_tags,deck_termLanguage,deck_textbookId,deck_title,deck_topic,deck_trash,deck_updated,deck_userId,deck_verified,deck_views,card_created,card_definition,card_definitionAudio,card_disabled,card_flashcardId,card_flashcardSetId,card_term,card_termAudio,card_updated,card_userId
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,11,casado,married,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>married</p>,https://text-to-speech-mp3.s3.amazonaws.com/09b72447-fc08-4673-8a8c-feb240b23a19.mp3,False,bc28f727-7876-4835-a814-9a87ac142878,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>casado</p>,https://text-to-speech-mp3.s3.amazonaws.com/11e99188-3eee-493c-ae61-ed2660f52cc0.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,12,católico,Catholic,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>Catholic</p>,https://text-to-speech-mp3.s3.amazonaws.com/cc4777d8-7548-4938-9c25-0e320538ea20.mp3,False,d24fdabe-8105-4bbc-a8fc-6e7b2a7c67eb,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>católico</p>,https://text-to-speech-mp3.s3.amazonaws.com/5cab8dde-0583-4aee-a7f3-b8a4bc8e93e2.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,13,chileno,Chilean,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>Chilean</p>,https://text-to-speech-mp3.s3.amazonaws.com/bcf8dafe-a3c1-4272-84bb-46c9c7d66d77.mp3,False,0aca8eca-870a-4ad3-bba5-d0561c7e53be,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>chileno</p>,https://text-to-speech-mp3.s3.amazonaws.com/c1261438-9bfc-40eb-a591-7173273c577e.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,14,chino,Chinese,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>Chinese</p>,https://text-to-speech-mp3.s3.amazonaws.com/b6ba1a99-98b6-46ac-b340-9e66729be39d.mp3,False,64cb6634-068f-4755-9150-d489bf5fdf1a,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>chino</p>,https://text-to-speech-mp3.s3.amazonaws.com/f6e6797b-2485-4ee0-92bf-10bf6a6657df.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,15,civil,civil,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>civil</p>,https://text-to-speech-mp3.s3.amazonaws.com/cfa3c82d-6d1f-492c-94fa-755daee5083b.mp3,False,7ea828ab-2e66-4f7a-92ac-67e4b21b9978,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>civil</p>,https://text-to-speech-mp3.s3.amazonaws.com/98762db7-aec2-45c5-b42e-bab6760e4eaf.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,16,colombiano,Colombian,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>Colombian</p>,https://text-to-speech-mp3.s3.amazonaws.com/85c00dc1-3916-4479-9d7e-eea9a0a8c39b.mp3,False,5e069e90-d184-4484-b1bd-dbbb847e8752,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>colombiano</p>,https://text-to-speech-mp3.s3.amazonaws.com/15f351f6-8a7f-4823-95da-4146a1d89fd4.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,17,comprensivo,understanding,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>understanding</p>,https://text-to-speech-mp3.s3.amazonaws.com/3e886a70-f4b5-4186-932b-bb833975c6ea.mp3,False,f7f5d841-7916-4eb8-bbfa-941f772275a8,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>comprensivo</p>,https://text-to-speech-mp3.s3.amazonaws.com/8623f4d3-d38d-4f66-bbed-bfe56d745cd0.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,18,cristiano,Christian,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>Christian</p>,https://text-to-speech-mp3.s3.amazonaws.com/bc5a1402-cd47-4f93-82ef-26d0f3ddeb9a.mp3,False,c9e62244-142e-414d-907f-5d43e298373b,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>cristiano</p>,https://text-to-speech-mp3.s3.amazonaws.com/c5fb0381-0378-40ca-a18d-6afbe19268e2.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,19,cubano,Cuban,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>Cuban</p>,https://text-to-speech-mp3.s3.amazonaws.com/ac242559-b996-44e6-bbae-eb51855b400a.mp3,False,7d4aec4c-b044-4cc8-b76d-8b4b1a4c0f90,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>cubano</p>,https://text-to-speech-mp3.s3.amazonaws.com/b22fff07-4b0a-4db7-9e22-4a056ee1d97f.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,20,débil,weak,FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,<p>weak</p>,https://text-to-speech-mp3.s3.amazonaws.com/8dd6c01e-f39d-4bc4-b789-be6a410b7924.mp3,False,6c14e8fb-c22c-4e6f-b3f4-234371459d98,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>débil</p>,https://text-to-speech-mp3.s3.amazonaws.com/b5879838-f994-4e0b-99bc-ea50dda872ef.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
1,[Theme 1] Identity and relationships — Adjectives,https://knowt.com/flashcards/6f55bbaf-a295-4ff1-a5eb-57db35baf543,6f55bbaf-a295-4ff1-a5eb-57db35baf543,Theme 1,Identity and relationships,Adjectives,public_knowt_page_embedded_flashcardSetData,2026-04-14T19:12:24.326478+00:00,88,21,delgado,"thin, slim",FlashcardSet,Teacher,1748183257,,,,bet32y,False,,1747988939,,ENGLISH,,False,,,,,,,6f55bbaf-a295-4ff1-a5eb-57db35baf543,,,,,,,,,,dorothy-stringer.co.uk,True,,,,0,True,MANUAL_IMPORT,,,,,,,88,1747988939,,,,,,SPANISH,,Theme 1: People and lifestyle. Identity and relationships. ADJECTIVES,,False,1748958951,59e43d7b-ebad-4512-a175-c198d850e9a0,False,254,1747988939,"<p>thin, slim</p>",https://text-to-speech-mp3.s3.amazonaws.com/48ecf4a3-4249-436f-ad0d-bede2fc71cb6.mp3,False,5d3fcb60-bf22-4079-8fe0-3b03a4abe038,6f55bbaf-a295-4ff1-a5eb-57db35baf543,<p>delgado</p>,https://text-to-speech-mp3.s3.amazonaws.com/47df2966-0bde-4cba-9006-9075251ad8b4.mp3,1747988939,59e43d7b-ebad-4512-a175-c198d850e9a0
